Account,Biller,Date
2959148,7164.51,"2014,8,15"
5944912,14579.42,"2016,2,29"
3727010,7023.26,"2017,8,7"
3300741,8313.77,"2016,4,27"
5412257,15896.97,"2012,2,13"
2780814,10972.83,"2015,9,3"
3972223,11094.84,"2016,5,7"
1454663,15812.51,"2011,10,17"
3221953,11904.25,"2017,5,10"
5872184,17037.31,"2017,1,22"
4425416,16463.63,"2017,11,3"
21074,3108.59,"2014,6,25"
2309813,1162.93,"2015,5,2"
1558607,4634.27,"2018,10,12"
3844889,8368.68,"2012,10,4"
2959148,3962.12,"2012,8,13"
5944912,4324.76,"2016,9,26"
3727010,9720.69,"2015,7,7"
3300741,4843.20,"2013,2,26"
5412257,4631.31,"2013,2,5"
2780814,15646.76,"2017,4,27"
3972223,16554.60,"2019,11,12"
1454663,12459.62,"2017,12,30"
3221953,14528.23,"2016,1,24"
5872184,14764.38,"2016,3,9"
4425416,8305.26,"2014,4,5"
21074,1161.85,"2011,3,12"
2309813,13304.44,"2011,10,1"
1558607,460.54,"2016,2,25"
3844889,18769.94,"2017,3,18"
2959148,5982.87,"2013,3,14"
5944912,13775.26,"2015,10,9"
3727010,14736.63,"2019,4,14"
3300741,7241.27,"2012,11,21"
5412257,1486.20,"2019,2,20"
2780814,3897.33,"2014,12,30"
3972223,3165.81,"2011,9,4"
1454663,11250.66,"2013,3,20"
3221953,1800.93,"2016,10,28"
323766,18342.16,"2013,3,20"
5827698,16489.47,"2015,6,29"
5626776,2351.51,"2014,3,1"
3621470,6692.55,"2019,8,14"
6821034,9172.43,"2011,6,17"
3372569,3178.59,"2017,10,2"
4837091,17524.26,"2019,9,8"
3281536,2532.63,"2014,6,8"
564320,16619.24,"2011,9,13"
6924238,16786.39,"2014,12,8"
2157414,2233.24,"2014,2,11"
4520410,7910.73,"2016,8,23"
323766,7171.80,"2016,12,23"
5827698,15238.65,"2018,3,11"
5626776,7490.93,"2018,2,5"
3621470,9056.40,"2015,5,7"
6821034,15975.76,"2012,11,29"
3372569,4074.17,"2012,12,18"
4837091,7968.93,"2011,6,16"
3281536,17906.53,"2014,11,23"
564320,2137.38,"2019,12,23"
6924238,17693.22,"2018,10,2"
2157414,11701.58,"2011,8,15"
4520410,9674.71,"2013,8,11"
323766,4570.44,"2013,1,20"
5827698,3636.61,"2016,9,18"
5626776,10036.24,"2011,1,18"
3621470,105.82,"2019,9,14"
6821034,5038.64,"2017,9,5"
3372569,17459.65,"2018,3,11"
4837091,15964.72,"2014,9,5"
3281536,2831.23,"2012,1,4"
564320,1752.52,"2011,5,18"
6924238,946.15,"2018,10,30"
2157414,10226.91,"2012,4,7"
4520410,695.97,"2011,5,23"
5872184,2663.97,"2013,4,10"
4425416,10166.36,"2014,8,28"
21074,6585.98,"2014,10,26"
2309813,13996.67,"2014,7,22"
1558607,16759.34,"2012,9,7"
3844889,6206.43,"2011,12,7"
2959148,2211.62,"2015,3,18"
5944912,1762.83,"2017,1,10"
3727010,1752.97,"2012,3,27"
3300741,13164.97,"2018,7,18"
5412257,7153.76,"2015,3,28"
2780814,8728.72,"2011,4,23"
3972223,2259.49,"2019,10,4"
1454663,15606.16,"2012,4,20"
3221953,10712.24,"2015,6,13"
5872184,18895.33,"2011,8,22"
4425416,15945.49,"2015,1,24"
21074,10650.66,"2015,10,23"
2309813,8523.14,"2017,5,7"
1558607,7051.16,"2013,6,23"
3844889,380.92,"2012,8,18"
2959148,14481.49,"2012,1,1"
5944912,7258.74,"2011,11,22"
3727010,15686.37,"2015,6,14"
3300741,4985.78,"2018,2,13"
5412257,16274.38,"2015,10,31"
2780814,17894.93,"2012,9,11"
3972223,1767.91,"2019,2,22"
1454663,11704.78,"2018,5,26"
3221953,3042.47,"2017,2,28"
5872184,6618.43,"2012,3,2"
4425416,2029.61,"2014,2,4"
21074,6960.55,"2015,6,16"
2309813,17954.93,"2011,1,13"
1558607,4912.68,"2013,5,28"
3844889,5938.93,"2013,5,1"
2959148,15265.23,"2013,2,26"
5944912,7791.96,"2014,7,28"
3727010,8403.72,"2018,10,1"
3300741,16152.67,"2011,2,12"
5412257,8619.21,"2018,2,2"
2780814,4938.32,"2016,5,19"
3972223,7955.12,"2011,1,24"
1454663,18814.70,"2017,2,9"
3221953,4421.62,"2019,1,31"
5872184,1228.29,"2013,9,26"
4425416,16796.52,"2015,11,6"
21074,10790.42,"2011,10,29"
2309813,12352.22,"2013,9,25"
1558607,9675.86,"2016,3,24"
3844889,5828.59,"2011,7,19"
2959148,15449.53,"2011,9,18"
5944912,202.21,"2015,8,29"
3727010,4039.63,"2015,6,17"
3300741,12448.13,"2015,10,23"
5412257,4099.62,"2018,6,28"
2780814,16632.24,"2015,11,19"
3972223,15726.53,"2011,6,17"
1454663,6303.14,"2013,2,21"
3221953,971.41,"2015,5,31"
5872184,8205.20,"2012,12,15"
4425416,17586.81,"2016,1,4"
21074,12848.48,"2019,7,19"
2309813,10257.77,"2017,5,2"
1558607,7573.97,"2011,10,11"
3844889,4052.30,"2017,6,13"
2959148,13555.51,"2012,9,18"
5944912,4462.84,"2011,3,3"
3727010,13398.37,"2013,6,20"
3300741,5391.70,"2018,7,31"
5412257,6708.58,"2015,6,25"
2780814,6369.69,"2017,6,2"
3972223,6640.69,"2018,8,25"
1454663,17747.64,"2012,7,3"
3221953,3044.57,"2017,5,6"
5872184,7252.59,"2011,6,3"
4425416,7606.88,"2013,9,2"
21074,5584.17,"2019,8,29"
2309813,4042.14,"2013,12,19"
1558607,10563.81,"2016,8,23"
3844889,16232.61,"2013,10,29"
2959148,16429.18,"2011,9,15"
5944912,18516.66,"2017,8,25"
3727010,14408.38,"2018,11,24"
3300741,13188.30,"2014,11,30"
5412257,11759.96,"2017,5,29"
2780814,5632.83,"2015,5,19"
3972223,4974.56,"2017,3,8"
1454663,12836.23,"2012,9,16"
3221953,3347.81,"2012,11,8"
5872184,11461.69,"2011,9,13"
4425416,4482.27,"2019,9,28"
21074,2118.71,"2016,8,22"
2309813,9156.93,"2016,10,13"
1558607,7822.77,"2016,3,21"
3844889,6981.69,"2015,3,2"
2959148,3955.46,"2017,8,20"
5944912,11430.40,"2012,12,29"
3727010,11150.94,"2016,2,18"
3300741,7098.31,"2011,9,5"
5412257,6054.33,"2019,9,28"
2780814,9734.67,"2016,9,15"
3972223,13587.63,"2011,7,7"
1454663,5075.46,"2019,10,17"
3221953,6721.41,"2013,7,9"
323766,14019.78,"2019,6,5"
5827698,17310.36,"2017,5,21"
5626776,2602.82,"2012,3,27"
3621470,3826.47,"2017,9,29"
6821034,13811.18,"2012,7,18"
3372569,13601.51,"2018,1,3"
4837091,12408.31,"2012,5,17"
3281536,3847.47,"2017,3,18"
564320,10583.57,"2014,11,18"
6924238,3113.39,"2013,11,23"
2157414,3114.36,"2014,1,3"
4520410,973.16,"2012,12,7"
323766,11623.40,"2013,2,24"
5827698,12183.44,"2017,9,1"
5626776,2368.69,"2014,3,26"
3621470,16415.87,"2011,3,15"
6821034,14976.64,"2011,6,12"
3372569,4241.40,"2011,10,8"
4837091,18734.38,"2018,4,28"
3281536,681.79,"2012,6,4"
564320,14604.32,"2015,1,10"
6924238,15928.59,"2017,2,7"
2157414,10314.63,"2017,2,18"
4520410,11200.65,"2012,6,11"
323766,845.92,"2011,1,23"
5827698,5086.48,"2019,11,30"
5626776,5184.55,"2017,10,18"
3621470,461.33,"2016,8,14"
6821034,15736.73,"2015,12,28"
3372569,10583.67,"2017,3,25"
4837091,13645.28,"2012,6,9"
3281536,10958.52,"2018,9,26"
564320,11815.32,"2011,5,15"
6924238,4163.53,"2014,4,18"
2157414,4671.30,"2016,6,13"
4520410,2184.68,"2011,2,12"
5872184,10516.49,"2015,3,16"
4425416,3566.77,"2016,2,10"
21074,7680.26,"2018,3,4"
2309813,3985.65,"2015,12,15"
1558607,16652.88,"2012,5,4"
3844889,13847.56,"2016,1,17"
2959148,16035.78,"2017,10,20"
5944912,2419.36,"2019,9,1"
3727010,3436.15,"2019,4,27"
3300741,10479.59,"2011,7,22"
5412257,13112.57,"2015,11,23"
2780814,14029.27,"2012,2,20"
3972223,6243.79,"2012,7,15"
1454663,16364.62,"2012,3,14"
3221953,6112.30,"2016,4,2"
5872184,16632.86,"2018,10,6"
4425416,8086.51,"2017,6,14"
21074,6759.45,"2013,11,5"
2309813,17166.34,"2019,12,6"
1558607,2823.62,"2019,6,22"
3844889,6160.68,"2012,1,10"
2959148,2473.46,"2015,5,8"
5944912,15220.33,"2019,9,25"
3727010,18252.16,"2013,8,15"
3300741,5825.38,"2013,7,8"
5412257,12210.90,"2011,7,6"
2780814,11356.10,"2017,3,9"
3972223,6662.41,"2012,4,12"
1454663,14649.90,"2018,6,22"
3221953,13985.86,"2011,7,3"
5872184,13629.74,"2016,4,21"
4425416,4936.62,"2011,9,27"
21074,5285.19,"2018,2,26"
2309813,13998.79,"2014,6,28"
1558607,17755.18,"2017,10,21"
3844889,4287.51,"2013,6,7"
2959148,5484.13,"2018,9,23"
5944912,2059.56,"2013,7,18"
3727010,207.46,"2013,10,2"
3300741,4398.21,"2019,7,28"
5412257,593.49,"2015,1,20"
2780814,12472.53,"2011,9,26"
3972223,9544.29,"2016,8,28"
1454663,1265.92,"2019,8,12"
3221953,18296.99,"2016,11,23"
5872184,16897.15,"2017,7,24"
4425416,5422.68,"2017,9,7"
21074,1252.96,"2012,12,24"
2309813,15664.74,"2018,2,21"
1558607,15359.44,"2017,11,12"
3844889,1629.48,"2012,10,1"
2959148,7332.91,"2014,9,20"
5944912,18000.65,"2012,5,7"
3727010,10938.17,"2018,4,25"
3300741,15790.81,"2013,3,2"
5412257,16076.47,"2013,12,12"
2780814,6803.76,"2019,10,4"
3972223,12762.26,"2011,8,25"
1454663,9733.56,"2017,11,15"
3221953,10381.41,"2012,10,9"
5872184,17403.48,"2013,9,30"
4425416,15630.23,"2011,10,21"
21074,7471.40,"2019,10,24"
2309813,15838.22,"2013,9,27"
1558607,15972.45,"2017,11,17"
3844889,9721.55,"2016,5,27"
2959148,10637.94,"2016,5,28"
5944912,11528.37,"2017,11,10"
3727010,11831.16,"2011,6,12"
3300741,15678.72,"2016,11,19"
5412257,3145.52,"2011,7,26"
2780814,13587.68,"2013,10,27"
3972223,6107.53,"2016,4,29"
1454663,8743.14,"2018,3,17"
3221953,7844.83,"2017,6,1"
5872184,17828.68,"2015,9,14"
4425416,9063.83,"2016,2,5"
21074,8222.76,"2019,12,26"
2309813,1368.59,"2013,11,30"
1558607,6045.27,"2013,5,29"
3844889,2139.23,"2019,6,30"
2959148,13947.15,"2017,6,6"
5944912,8938.60,"2013,8,27"
3727010,10371.77,"2011,9,27"
3300741,7662.33,"2016,7,8"
5412257,4163.21,"2019,5,9"
2780814,17296.48,"2012,7,13"
3972223,7639.18,"2016,11,10"
1454663,427.91,"2015,8,6"
3221953,13132.31,"2011,9,3"
5872184,5650.60,"2018,6,4"
4425416,14109.31,"2014,6,16"
21074,7911.93,"2017,11,17"
2309813,15575.92,"2012,6,29"
1558607,965.14,"2016,8,23"
3844889,115.52,"2012,2,29"
2959148,12350.11,"2017,6,7"
5944912,4233.54,"2019,11,19"
3727010,4003.17,"2016,11,20"
3300741,14556.67,"2016,1,24"
5412257,2661.25,"2013,11,20"
2780814,10551.91,"2013,8,28"
3972223,13665.57,"2011,11,24"
1454663,12355.93,"2017,4,1"
3221953,8433.93,"2016,11,25"
323766,6690.96,"2013,12,18"
5827698,15874.40,"2016,6,6"
5626776,9699.85,"2015,3,10"
3621470,11849.28,"2014,6,24"
6821034,16179.61,"2015,7,21"
3372569,3720.74,"2016,5,12"
4837091,4203.98,"2012,11,13"
3281536,14125.31,"2017,9,8"
564320,4244.61,"2016,10,10"
6924238,895.27,"2012,5,25"
2157414,2510.90,"2019,1,15"
4520410,8504.22,"2016,10,10"
323766,4005.69,"2013,11,24"
5827698,13734.19,"2012,8,26"
5626776,15550.45,"2013,8,20"
3621470,14434.36,"2013,12,18"
6821034,10627.24,"2012,10,3"
3372569,9404.20,"2017,11,6"
4837091,1612.85,"2014,9,20"
3281536,5660.58,"2018,5,16"
564320,11575.68,"2012,12,20"
6924238,5304.63,"2019,8,5"
2157414,12516.31,"2018,12,19"
4520410,13660.88,"2011,10,19"
323766,8603.76,"2015,11,3"
5827698,2190.44,"2016,5,3"
5626776,18579.57,"2016,8,4"
3621470,1367.58,"2018,6,5"
6821034,18473.96,"2019,1,12"
3372569,16550.97,"2014,12,10"
4837091,3202.22,"2015,8,19"
3281536,9378.50,"2014,11,16"
564320,17806.50,"2012,11,26"
6924238,16260.52,"2013,4,30"
2157414,17050.20,"2016,9,1"
4520410,268.21,"2016,10,6"
5872184,2008.17,"2018,6,27"
4425416,14745.33,"2019,6,6"
21074,684.69,"2011,5,31"
2309813,4534.45,"2017,11,13"
1558607,16393.57,"2015,6,13"
3844889,17713.76,"2019,8,28"
2959148,7166.83,"2018,6,27"
5944912,18072.59,"2014,6,7"
3727010,1067.91,"2012,9,13"
3300741,2846.55,"2017,9,7"
5412257,2172.23,"2015,4,25"
2780814,16059.89,"2013,6,2"
3972223,7581.59,"2011,11,19"
1454663,16673.70,"2014,1,24"
3221953,2617.83,"2018,8,25"
5872184,16526.18,"2011,1,10"
4425416,1918.11,"2013,2,26"
21074,10072.68,"2012,7,6"
2309813,13639.42,"2014,11,23"
1558607,18963.83,"2011,5,18"
3844889,1780.28,"2017,4,1"
2959148,15531.43,"2014,2,3"
5944912,8710.17,"2018,6,22"
3727010,18510.53,"2018,3,2"
3300741,592.82,"2017,6,23"
5412257,9948.78,"2014,8,21"
2780814,14771.52,"2019,8,26"
3972223,12219.59,"2011,1,24"
1454663,3987.76,"2016,5,29"
3221953,16089.61,"2018,6,18"
5872184,8347.34,"2011,7,28"
4425416,6663.25,"2011,1,21"
21074,6154.20,"2016,1,13"
2309813,15934.32,"2017,2,16"
1558607,11160.48,"2016,7,31"
3844889,181.81,"2019,2,25"
2959148,17341.68,"2013,5,29"
5944912,18509.80,"2014,8,14"
3727010,10336.20,"2018,3,18"
3300741,7939.50,"2017,9,20"
5412257,10158.71,"2016,8,12"
2780814,1311.92,"2018,8,15"
3972223,13419.96,"2016,5,7"
1454663,3471.79,"2011,12,11"
3221953,4449.96,"2013,9,16"
5872184,6923.79,"2016,2,18"
4425416,9753.24,"2019,10,20"
21074,11998.42,"2012,11,17"
2309813,6461.48,"2012,10,21"
1558607,3895.33,"2013,10,9"
3844889,9844.26,"2012,10,29"
2959148,2106.66,"2013,7,19"
5944912,17182.98,"2018,8,11"
3727010,14825.97,"2011,8,21"
3300741,9913.94,"2015,1,15"
5412257,14551.25,"2016,3,5"
2780814,9997.79,"2015,8,28"
3972223,6305.63,"2013,1,25"
1454663,1067.22,"2019,6,12"
3221953,16900.16,"2018,11,5"
5872184,1548.80,"2015,10,30"
4425416,17852.99,"2011,8,8"
21074,15853.38,"2017,7,3"
2309813,1114.53,"2013,1,25"
1558607,11047.87,"2019,10,14"
3844889,6897.78,"2016,7,23"
2959148,4562.21,"2018,4,23"
5944912,7073.44,"2015,2,26"
3727010,13038.38,"2012,5,9"
3300741,110.57,"2016,3,24"
5412257,1965.97,"2013,6,18"
2780814,18482.41,"2017,3,1"
3972223,7136.64,"2013,7,9"
1454663,18423.82,"2012,10,2"
3221953,14888.73,"2019,8,7"
5872184,15149.35,"2014,7,18"
4425416,13117.97,"2013,8,28"
21074,7544.67,"2017,1,3"
2309813,7815.36,"2012,4,26"
1558607,6508.73,"2018,11,23"
3844889,10514.19,"2016,8,8"
2959148,15853.43,"2019,8,24"
5944912,13541.69,"2018,3,12"
3727010,1555.64,"2018,7,21"
3300741,9404.77,"2017,8,20"
5412257,6155.54,"2018,1,22"
2780814,4187.80,"2019,2,12"
3972223,12430.96,"2014,4,25"
1454663,14142.29,"2017,8,10"
3221953,1260.42,"2016,11,23"
5872184,15868.16,"2017,9,7"
4425416,18771.30,"2016,9,22"
21074,16474.31,"2017,1,19"
2309813,1218.21,"2019,10,17"
1558607,2089.22,"2016,8,23"
3844889,10902.34,"2018,2,14"
2959148,6047.58,"2014,10,7"
5944912,634.13,"2019,3,4"
3727010,15752.12,"2014,1,6"
3300741,3283.14,"2018,8,19"
5412257,9240.34,"2014,4,30"
2780814,5868.53,"2011,1,24"
3972223,13390.20,"2016,2,5"
1454663,17650.50,"2018,12,2"
3221953,4357.31,"2015,8,3"
323766,4183.63,"2017,8,16"
5827698,12989.79,"2011,8,28"
5626776,356.72,"2018,11,22"
3621470,679.90,"2013,11,13"
6821034,16447.79,"2012,6,13"
3372569,17473.22,"2017,12,21"
4837091,3966.90,"2011,4,19"
3281536,9734.23,"2017,7,4"
564320,1757.19,"2013,3,26"
6924238,5580.93,"2012,8,13"
2157414,11478.17,"2018,12,18"
4520410,2584.85,"2016,1,29"
323766,3204.69,"2019,6,9"
5827698,16035.65,"2019,9,10"
5626776,3394.25,"2015,2,12"
3621470,11511.87,"2015,9,4"
6821034,2342.35,"2018,9,7"
3372569,3837.40,"2012,8,14"
4837091,18624.27,"2015,4,22"
3281536,10457.36,"2012,5,2"
564320,5343.47,"2014,11,13"
6924238,5806.72,"2013,3,5"
2157414,11801.66,"2011,1,13"
4520410,6222.29,"2011,3,8"
323766,11834.37,"2011,4,7"
5827698,17352.78,"2012,4,4"
5626776,9791.57,"2017,11,23"
3621470,4053.66,"2014,5,1"
6821034,10405.52,"2011,7,4"
3372569,3890.64,"2012,8,17"
4837091,6705.24,"2017,10,1"
3281536,17602.67,"2012,1,5"
564320,13767.18,"2013,8,27"
6924238,9810.71,"2014,7,22"
2157414,8205.97,"2018,3,28"
4520410,13717.18,"2017,7,24"
5872184,8989.57,"2017,1,28"
4425416,11323.53,"2012,10,7"
21074,5992.10,"2012,7,30"
2309813,4179.31,"2018,1,18"
1558607,18695.36,"2019,4,26"
3844889,17273.86,"2015,6,21"
2959148,4303.70,"2019,4,29"
5944912,8734.67,"2012,11,2"
3727010,10868.16,"2019,10,8"
3300741,2105.75,"2012,6,22"
5412257,12178.74,"2017,9,30"
2780814,6814.11,"2016,7,27"
3972223,6108.89,"2011,4,27"
1454663,9140.42,"2017,9,19"
3221953,10860.32,"2019,1,4"
5872184,18361.82,"2012,8,16"
4425416,16661.28,"2012,4,19"
21074,16186.26,"2017,10,21"
2309813,8983.58,"2011,7,2"
1558607,4522.99,"2014,9,8"
3844889,15097.52,"2017,6,9"
2959148,17370.53,"2013,1,5"
5944912,11765.35,"2017,7,26"
3727010,5637.68,"2018,11,3"
3300741,9293.20,"2013,7,16"
5412257,1029.21,"2014,4,27"
2780814,8830.19,"2019,2,18"
3972223,1795.31,"2017,10,11"
1454663,13516.87,"2017,9,5"
3221953,16483.64,"2017,2,21"
5872184,3988.29,"2015,12,23"
4425416,139.97,"2016,10,1"
21074,8501.78,"2012,10,20"
2309813,1953.38,"2018,3,5"
1558607,5107.30,"2018,1,27"
3844889,2308.43,"2011,11,5"
2959148,7374.82,"2019,10,13"
5944912,17455.63,"2017,10,5"
3727010,5176.13,"2013,2,26"
3300741,14812.25,"2012,8,24"
5412257,10832.21,"2012,6,23"
2780814,12345.36,"2012,5,17"
3972223,8485.75,"2017,10,3"
1454663,14021.26,"2017,11,16"
3221953,16326.69,"2017,8,25"
5872184,18183.22,"2019,12,16"
4425416,9144.13,"2014,10,18"
21074,13530.76,"2017,7,23"
2309813,2693.11,"2013,2,8"
1558607,17084.55,"2019,4,24"
3844889,9925.80,"2017,9,20"
2959148,6408.18,"2014,7,7"
5944912,14568.29,"2011,1,5"
3727010,7759.76,"2018,11,11"
3300741,4271.40,"2014,10,30"
5412257,4596.57,"2012,6,8"
2780814,10592.23,"2011,6,25"
3972223,1486.10,"2012,4,13"
1454663,8299.11,"2012,8,29"
3221953,4990.50,"2016,3,7"
5872184,13286.74,"2012,10,2"
4425416,12555.64,"2012,6,2"
21074,9812.92,"2019,1,19"
2309813,842.57,"2013,5,13"
1558607,17789.15,"2019,11,22"
3844889,12442.38,"2016,12,4"
2959148,17951.62,"2012,5,11"
5944912,8274.55,"2019,2,4"
3727010,5489.96,"2015,10,10"
3300741,8438.29,"2017,10,4"
5412257,8194.58,"2011,11,13"
2780814,1181.12,"2015,4,24"
3972223,8728.94,"2013,7,30"
1454663,14811.77,"2014,8,31"
3221953,2812.85,"2016,3,25"
5872184,8013.50,"2019,10,29"
4425416,300.30,"2016,1,5"
21074,7073.92,"2016,1,26"
2309813,5281.92,"2012,10,7"
1558607,7463.18,"2018,8,4"
3844889,11527.11,"2015,7,2"
2959148,13765.91,"2016,3,19"
5944912,3196.17,"2018,3,28"
3727010,4040.28,"2018,5,31"
3300741,13946.11,"2018,5,27"
5412257,16430.90,"2018,9,6"
2780814,16753.50,"2019,9,21"
3972223,4154.50,"2019,6,28"
1454663,698.68,"2013,8,27"
3221953,13999.45,"2018,3,31"
5872184,17576.20,"2018,6,12"
4425416,15911.99,"2011,7,29"
21074,13714.96,"2012,8,21"
2309813,9717.32,"2011,8,30"
1558607,7889.20,"2013,10,8"
3844889,14374.44,"2015,9,10"
2959148,16457.29,"2013,6,25"
5944912,4015.93,"2013,9,18"
3727010,6632.86,"2019,3,27"
3300741,6344.93,"2015,7,30"
5412257,6248.19,"2012,12,5"
2780814,15050.38,"2014,7,6"
3972223,15172.61,"2014,1,12"
1454663,3130.33,"2018,6,26"
3221953,3085.90,"2019,4,5"
